payment_type,payload_file,schema_id,decision,required_missing,unexpected_fields,mapped_fields,normal_form_checks,reasons,pattern_mismatch_diagnostic
ISO20022,ISO20022_payload_03.json,ISO20022_pacs008_CreditTransfer_v15,PASS,,,"{""canonical_node"": ""message_identifier"", ""field"": ""msg_id"", ""semantic_family"": ""identifier:message""}; {""canonical_node"": ""end_to_end_identifier"", ""field"": ""end_to_end_id"", ""semantic_family"": ""identifier:end_to_end_payment""}; {""canonical_node"": ""payment_amount"", ""field"": ""instd_amt"", ""semantic_family"": ""payment:amount""}; {""canonical_node"": ""payment_currency"", ""field"": ""currency"", ""semantic_family"": ""payment:currency""}; {""canonical_node"": ""debtor_name"", ""field"": ""dbtr_nm"", ""semantic_family"": ""party:debtor_name""}; {""canonical_node"": ""creditor_name"", ""field"": ""cdtr_nm"", ""semantic_family"": ""party:creditor_name""}; {""canonical_node"": ""debtor_account"", ""field"": ""dbtr_acct"", ""semantic_family"": ""payment_account:debtor_account""}; {""canonical_node"": ""creditor_account"", ""field"": ""cdtr_acct"", ""semantic_family"": ""payment_account:creditor_account""}; {""canonical_node"": ""requested_execution_date"", ""field"": ""reqd_exctn_dt"", ""semantic_family"": ""temporal:requested_execution_date""}","{""payload_schema_mapping"": ""PASS""}",,
ISO20022,ISO20022_payload_04.json,ISO20022_pacs008_CreditTransfer_v15,PASS,,,"{""canonical_node"": ""message_identifier"", ""field"": ""msg_id"", ""semantic_family"": ""identifier:message""}; {""canonical_node"": ""end_to_end_identifier"", ""field"": ""end_to_end_id"", ""semantic_family"": ""identifier:end_to_end_payment""}; {""canonical_node"": ""payment_amount"", ""field"": ""instd_amt"", ""semantic_family"": ""payment:amount""}; {""canonical_node"": ""payment_currency"", ""field"": ""currency"", ""semantic_family"": ""payment:currency""}; {""canonical_node"": ""debtor_name"", ""field"": ""dbtr_nm"", ""semantic_family"": ""party:debtor_name""}; {""canonical_node"": ""creditor_name"", ""field"": ""cdtr_nm"", ""semantic_family"": ""party:creditor_name""}; {""canonical_node"": ""debtor_account"", ""field"": ""dbtr_acct"", ""semantic_family"": ""payment_account:debtor_account""}; {""canonical_node"": ""creditor_account"", ""field"": ""cdtr_acct"", ""semantic_family"": ""payment_account:creditor_account""}; {""canonical_node"": ""requested_execution_date"", ""field"": ""reqd_exctn_dt"", ""semantic_family"": ""temporal:requested_execution_date""}","{""payload_schema_mapping"": ""PASS""}",,
ISO20022,ISO20022_payload_05.json,ISO20022_pacs008_CreditTransfer_v15,PASS,,,"{""canonical_node"": ""message_identifier"", ""field"": ""msg_id"", ""semantic_family"": ""identifier:message""}; {""canonical_node"": ""end_to_end_identifier"", ""field"": ""end_to_end_id"", ""semantic_family"": ""identifier:end_to_end_payment""}; {""canonical_node"": ""payment_amount"", ""field"": ""instd_amt"", ""semantic_family"": ""payment:amount""}; {""canonical_node"": ""payment_currency"", ""field"": ""currency"", ""semantic_family"": ""payment:currency""}; {""canonical_node"": ""debtor_name"", ""field"": ""dbtr_nm"", ""semantic_family"": ""party:debtor_name""}; {""canonical_node"": ""creditor_name"", ""field"": ""cdtr_nm"", ""semantic_family"": ""party:creditor_name""}; {""canonical_node"": ""debtor_account"", ""field"": ""dbtr_acct"", ""semantic_family"": ""payment_account:debtor_account""}; {""canonical_node"": ""creditor_account"", ""field"": ""cdtr_acct"", ""semantic_family"": ""payment_account:creditor_account""}; {""canonical_node"": ""requested_execution_date"", ""field"": ""reqd_exctn_dt"", ""semantic_family"": ""temporal:requested_execution_date""}","{""payload_schema_mapping"": ""PASS""}",,
ISO20022,ISO20022_payload_06.json,ISO20022_pacs008_CreditTransfer_v15,PASS,,,"{""canonical_node"": ""message_identifier"", ""field"": ""msg_id"", ""semantic_family"": ""identifier:message""}; {""canonical_node"": ""end_to_end_identifier"", ""field"": ""end_to_end_id"", ""semantic_family"": ""identifier:end_to_end_payment""}; {""canonical_node"": ""payment_amount"", ""field"": ""instd_amt"", ""semantic_family"": ""payment:amount""}; {""canonical_node"": ""payment_currency"", ""field"": ""currency"", ""semantic_family"": ""payment:currency""}; {""canonical_node"": ""debtor_name"", ""field"": ""dbtr_nm"", ""semantic_family"": ""party:debtor_name""}; {""canonical_node"": ""creditor_name"", ""field"": ""cdtr_nm"", ""semantic_family"": ""party:creditor_name""}; {""canonical_node"": ""debtor_account"", ""field"": ""dbtr_acct"", ""semantic_family"": ""payment_account:debtor_account""}; {""canonical_node"": ""creditor_account"", ""field"": ""cdtr_acct"", ""semantic_family"": ""payment_account:creditor_account""}; {""canonical_node"": ""requested_execution_date"", ""field"": ""reqd_exctn_dt"", ""semantic_family"": ""temporal:requested_execution_date""}","{""payload_schema_mapping"": ""PASS""}",,
ISO20022,ISO20022_payload_07.json,ISO20022_pacs008_CreditTransfer_v15,PASS,,,"{""canonical_node"": ""message_identifier"", ""field"": ""msg_id"", ""semantic_family"": ""identifier:message""}; {""canonical_node"": ""end_to_end_identifier"", ""field"": ""end_to_end_id"", ""semantic_family"": ""identifier:end_to_end_payment""}; {""canonical_node"": ""payment_amount"", ""field"": ""instd_amt"", ""semantic_family"": ""payment:amount""}; {""canonical_node"": ""payment_currency"", ""field"": ""currency"", ""semantic_family"": ""payment:currency""}; {""canonical_node"": ""debtor_name"", ""field"": ""dbtr_nm"", ""semantic_family"": ""party:debtor_name""}; {""canonical_node"": ""creditor_name"", ""field"": ""cdtr_nm"", ""semantic_family"": ""party:creditor_name""}; {""canonical_node"": ""debtor_account"", ""field"": ""dbtr_acct"", ""semantic_family"": ""payment_account:debtor_account""}; {""canonical_node"": ""creditor_account"", ""field"": ""cdtr_acct"", ""semantic_family"": ""payment_account:creditor_account""}; {""canonical_node"": ""requested_execution_date"", ""field"": ""reqd_exctn_dt"", ""semantic_family"": ""temporal:requested_execution_date""}","{""payload_schema_mapping"": ""PASS""}",,
ISO20022,ISO20022_payload_08.json,ISO20022_pacs008_CreditTransfer_v15,PASS,,,"{""canonical_node"": ""message_identifier"", ""field"": ""msg_id"", ""semantic_family"": ""identifier:message""}; {""canonical_node"": ""end_to_end_identifier"", ""field"": ""end_to_end_id"", ""semantic_family"": ""identifier:end_to_end_payment""}; {""canonical_node"": ""payment_amount"", ""field"": ""instd_amt"", ""semantic_family"": ""payment:amount""}; {""canonical_node"": ""payment_currency"", ""field"": ""currency"", ""semantic_family"": ""payment:currency""}; {""canonical_node"": ""debtor_name"", ""field"": ""dbtr_nm"", ""semantic_family"": ""party:debtor_name""}; {""canonical_node"": ""creditor_name"", ""field"": ""cdtr_nm"", ""semantic_family"": ""party:creditor_name""}; {""canonical_node"": ""debtor_account"", ""field"": ""dbtr_acct"", ""semantic_family"": ""payment_account:debtor_account""}; {""canonical_node"": ""creditor_account"", ""field"": ""cdtr_acct"", ""semantic_family"": ""payment_account:creditor_account""}; {""canonical_node"": ""requested_execution_date"", ""field"": ""reqd_exctn_dt"", ""semantic_family"": ""temporal:requested_execution_date""}","{""payload_schema_mapping"": ""PASS""}",,
Mastercard,Mastercard_payload_01.json,Mastercard_ISO8583_CardAuthorization_v15,PASS,,,"{""canonical_node"": ""card_primary_account_number"", ""field"": ""primary_account_number"", ""semantic_family"": ""payment_card:pan""}; {""canonical_node"": ""processing_code"", ""field"": ""processing_code"", ""semantic_family"": ""iso8583:processing_code""}; {""canonical_node"": ""payment_amount"", ""field"": ""transaction_amount"", ""semantic_family"": ""payment:amount""}; {""canonical_node"": ""transmission_datetime"", ""field"": ""transmission_datetime"", ""semantic_family"": ""temporal:transmission_datetime""}; {""canonical_node"": ""system_trace_audit_number"", ""field"": ""system_trace_audit_number"", ""semantic_family"": ""identifier:stan""}; {""canonical_node"": ""merchant_category_code"", ""field"": ""merchant_category_code"", ""semantic_family"": ""merchant:category_code""}; {""canonical_node"": ""card_acceptor_identifier"", ""field"": ""card_acceptor_id"", ""semantic_family"": ""identifier:card_acceptor""}","{""payload_schema_mapping"": ""PASS""}",,
Mastercard,Mastercard_payload_02.json,Mastercard_ISO8583_CardAuthorization_v15,PASS,,,"{""canonical_node"": ""card_primary_account_number"", ""field"": ""primary_account_number"", ""semantic_family"": ""payment_card:pan""}; {""canonical_node"": ""processing_code"", ""field"": ""processing_code"", ""semantic_family"": ""iso8583:processing_code""}; {""canonical_node"": ""payment_amount"", ""field"": ""transaction_amount"", ""semantic_family"": ""payment:amount""}; {""canonical_node"": ""transmission_datetime"", ""field"": ""transmission_datetime"", ""semantic_family"": ""temporal:transmission_datetime""}; {""canonical_node"": ""system_trace_audit_number"", ""field"": ""system_trace_audit_number"", ""semantic_family"": ""identifier:stan""}; {""canonical_node"": ""merchant_category_code"", ""field"": ""merchant_category_code"", ""semantic_family"": ""merchant:category_code""}; {""canonical_node"": ""card_acceptor_identifier"", ""field"": ""card_acceptor_id"", ""semantic_family"": ""identifier:card_acceptor""}","{""payload_schema_mapping"": ""PASS""}",,
Mastercard,Mastercard_payload_03.json,Mastercard_ISO8583_CardAuthorization_v15,PASS,,,"{""canonical_node"": ""card_primary_account_number"", ""field"": ""primary_account_number"", ""semantic_family"": ""payment_card:pan""}; {""canonical_node"": ""processing_code"", ""field"": ""processing_code"", ""semantic_family"": ""iso8583:processing_code""}; {""canonical_node"": ""payment_amount"", ""field"": ""transaction_amount"", ""semantic_family"": ""payment:amount""}; {""canonical_node"": ""transmission_datetime"", ""field"": ""transmission_datetime"", ""semantic_family"": ""temporal:transmission_datetime""}; {""canonical_node"": ""system_trace_audit_number"", ""field"": ""system_trace_audit_number"", ""semantic_family"": ""identifier:stan""}; {""canonical_node"": ""merchant_category_code"", ""field"": ""merchant_category_code"", ""semantic_family"": ""merchant:category_code""}; {""canonical_node"": ""card_acceptor_identifier"", ""field"": ""card_acceptor_id"", ""semantic_family"": ""identifier:card_acceptor""}","{""payload_schema_mapping"": ""PASS""}",,
Mastercard,Mastercard_payload_04.json,Mastercard_ISO8583_CardAuthorization_v15,PASS,,,"{""canonical_node"": ""card_primary_account_number"", ""field"": ""primary_account_number"", ""semantic_family"": ""payment_card:pan""}; {""canonical_node"": ""processing_code"", ""field"": ""processing_code"", ""semantic_family"": ""iso8583:processing_code""}; {""canonical_node"": ""payment_amount"", ""field"": ""transaction_amount"", ""semantic_family"": ""payment:amount""}; {""canonical_node"": ""transmission_datetime"", ""field"": ""transmission_datetime"", ""semantic_family"": ""temporal:transmission_datetime""}; {""canonical_node"": ""system_trace_audit_number"", ""field"": ""system_trace_audit_number"", ""semantic_family"": ""identifier:stan""}; {""canonical_node"": ""merchant_category_code"", ""field"": ""merchant_category_code"", ""semantic_family"": ""merchant:category_code""}; {""canonical_node"": ""card_acceptor_identifier"", ""field"": ""card_acceptor_id"", ""semantic_family"": ""identifier:card_acceptor""}","{""payload_schema_mapping"": ""PASS""}",,
Mastercard,Mastercard_payload_05.json,Mastercard_ISO8583_CardAuthorization_v15,PASS,,,"{""canonical_node"": ""card_primary_account_number"", ""field"": ""primary_account_number"", ""semantic_family"": ""payment_card:pan""}; {""canonical_node"": ""processing_code"", ""field"": ""processing_code"", ""semantic_family"": ""iso8583:processing_code""}; {""canonical_node"": ""payment_amount"", ""field"": ""transaction_amount"", ""semantic_family"": ""payment:amount""}; {""canonical_node"": ""transmission_datetime"", ""field"": ""transmission_datetime"", ""semantic_family"": ""temporal:transmission_datetime""}; {""canonical_node"": ""system_trace_audit_number"", ""field"": ""system_trace_audit_number"", ""semantic_family"": ""identifier:stan""}; {""canonical_node"": ""merchant_category_code"", ""field"": ""merchant_category_code"", ""semantic_family"": ""merchant:category_code""}; {""canonical_node"": ""card_acceptor_identifier"", ""field"": ""card_acceptor_id"", ""semantic_family"": ""identifier:card_acceptor""}","{""payload_schema_mapping"": ""PASS""}",,
Mastercard,Mastercard_payload_06.json,Mastercard_ISO8583_CardAuthorization_v15,PASS,,,"{""canonical_node"": ""card_primary_account_number"", ""field"": ""primary_account_number"", ""semantic_family"": ""payment_card:pan""}; {""canonical_node"": ""processing_code"", ""field"": ""processing_code"", ""semantic_family"": ""iso8583:processing_code""}; {""canonical_node"": ""payment_amount"", ""field"": ""transaction_amount"", ""semantic_family"": ""payment:amount""}; {""canonical_node"": ""transmission_datetime"", ""field"": ""transmission_datetime"", ""semantic_family"": ""temporal:transmission_datetime""}; {""canonical_node"": ""system_trace_audit_number"", ""field"": ""system_trace_audit_number"", ""semantic_family"": ""identifier:stan""}; {""canonical_node"": ""merchant_category_code"", ""field"": ""merchant_category_code"", ""semantic_family"": ""merchant:category_code""}; {""canonical_node"": ""card_acceptor_identifier"", ""field"": ""card_acceptor_id"", ""semantic_family"": ""identifier:card_acceptor""}","{""payload_schema_mapping"": ""PASS""}",,
Mastercard,Mastercard_payload_07.json,Mastercard_ISO8583_CardAuthorization_v15,PASS,,,"{""canonical_node"": ""card_primary_account_number"", ""field"": ""primary_account_number"", ""semantic_family"": ""payment_card:pan""}; {""canonical_node"": ""processing_code"", ""field"": ""processing_code"", ""semantic_family"": ""iso8583:processing_code""}; {""canonical_node"": ""payment_amount"", ""field"": ""transaction_amount"", ""semantic_family"": ""payment:amount""}; {""canonical_node"": ""transmission_datetime"", ""field"": ""transmission_datetime"", ""semantic_family"": ""temporal:transmission_datetime""}; {""canonical_node"": ""system_trace_audit_number"", ""field"": ""system_trace_audit_number"", ""semantic_family"": ""identifier:stan""}; {""canonical_node"": ""merchant_category_code"", ""field"": ""merchant_category_code"", ""semantic_family"": ""merchant:category_code""}; {""canonical_node"": ""card_acceptor_identifier"", ""field"": ""card_acceptor_id"", ""semantic_family"": ""identifier:card_acceptor""}","{""payload_schema_mapping"": ""PASS""}",,
Mastercard,Mastercard_payload_08.json,Mastercard_ISO8583_CardAuthorization_v15,PASS,,,"{""canonical_node"": ""card_primary_account_number"", ""field"": ""primary_account_number"", ""semantic_family"": ""payment_card:pan""}; {""canonical_node"": ""processing_code"", ""field"": ""processing_code"", ""semantic_family"": ""iso8583:processing_code""}; {""canonical_node"": ""payment_amount"", ""field"": ""transaction_amount"", ""semantic_family"": ""payment:amount""}; {""canonical_node"": ""transmission_datetime"", ""field"": ""transmission_datetime"", ""semantic_family"": ""temporal:transmission_datetime""}; {""canonical_node"": ""system_trace_audit_number"", ""field"": ""system_trace_audit_number"", ""semantic_family"": ""identifier:stan""}; {""canonical_node"": ""merchant_category_code"", ""field"": ""merchant_category_code"", ""semantic_family"": ""merchant:category_code""}; {""canonical_node"": ""card_acceptor_identifier"", ""field"": ""card_acceptor_id"", ""semantic_family"": ""identifier:card_acceptor""}","{""payload_schema_mapping"": ""PASS""}",,
PPVisa,PPVisa_payload_01.json,PPVisa_CardPayload_Inferred_v15,PASS,,,"{""canonical_node"": ""card_primary_account_number"", ""field"": ""pan"", ""semantic_family"": ""payment_card:pan""}; {""canonical_node"": ""card_expiration_date"", ""field"": ""exp"", ""semantic_family"": ""payment_card:expiration_date""}; {""canonical_node"": ""card_verification_value"", ""field"": ""cvv"", ""semantic_family"": ""payment_card:verification_value""}; {""canonical_node"": ""cardholder_name"", ""field"": ""cardholder"", ""semantic_family"": ""party:cardholder_name""}; {""canonical_node"": ""card_issuer"", ""field"": ""issuer"", ""semantic_family"": ""payment_card:issuer""}","{""payload_schema_mapping"": ""PASS""}",,
PPVisa,PPVisa_payload_02.json,PPVisa_CardPayload_Inferred_v15,PASS,,,"{""canonical_node"": ""card_primary_account_number"", ""field"": ""pan"", ""semantic_family"": ""payment_card:pan""}; {""canonical_node"": ""card_expiration_date"", ""field"": ""exp"", ""semantic_family"": ""payment_card:expiration_date""}; {""canonical_node"": ""card_verification_value"", ""field"": ""cvv"", ""semantic_family"": ""payment_card:verification_value""}; {""canonical_node"": ""cardholder_name"", ""field"": ""cardholder"", ""semantic_family"": ""party:cardholder_name""}; {""canonical_node"": ""card_issuer"", ""field"": ""issuer"", ""semantic_family"": ""payment_card:issuer""}","{""payload_schema_mapping"": ""PASS""}",,
PPVisa,PPVisa_payload_03.json,PPVisa_CardPayload_Inferred_v15,PASS,,,"{""canonical_node"": ""card_primary_account_number"", ""field"": ""pan"", ""semantic_family"": ""payment_card:pan""}; {""canonical_node"": ""card_expiration_date"", ""field"": ""exp"", ""semantic_family"": ""payment_card:expiration_date""}; {""canonical_node"": ""card_verification_value"", ""field"": ""cvv"", ""semantic_family"": ""payment_card:verification_value""}; {""canonical_node"": ""cardholder_name"", ""field"": ""cardholder"", ""semantic_family"": ""party:cardholder_name""}; {""canonical_node"": ""card_issuer"", ""field"": ""issuer"", ""semantic_family"": ""payment_card:issuer""}","{""payload_schema_mapping"": ""PASS""}",,
PPVisa,PPVisa_payload_04.json,PPVisa_CardPayload_Inferred_v15,PASS,,,"{""canonical_node"": ""card_primary_account_number"", ""field"": ""pan"", ""semantic_family"": ""payment_card:pan""}; {""canonical_node"": ""card_expiration_date"", ""field"": ""exp"", ""semantic_family"": ""payment_card:expiration_date""}; {""canonical_node"": ""card_verification_value"", ""field"": ""cvv"", ""semantic_family"": ""payment_card:verification_value""}; {""canonical_node"": ""cardholder_name"", ""field"": ""cardholder"", ""semantic_family"": ""party:cardholder_name""}; {""canonical_node"": ""card_issuer"", ""field"": ""issuer"", ""semantic_family"": ""payment_card:issuer""}","{""payload_schema_mapping"": ""PASS""}",,
PPVisa,PPVisa_payload_05.json,PPVisa_CardPayload_Inferred_v15,PASS,,,"{""canonical_node"": ""card_primary_account_number"", ""field"": ""pan"", ""semantic_family"": ""payment_card:pan""}; {""canonical_node"": ""card_expiration_date"", ""field"": ""exp"", ""semantic_family"": ""payment_card:expiration_date""}; {""canonical_node"": ""card_verification_value"", ""field"": ""cvv"", ""semantic_family"": ""payment_card:verification_value""}; {""canonical_node"": ""cardholder_name"", ""field"": ""cardholder"", ""semantic_family"": ""party:cardholder_name""}; {""canonical_node"": ""card_issuer"", ""field"": ""issuer"", ""semantic_family"": ""payment_card:issuer""}","{""payload_schema_mapping"": ""PASS""}",,
PPVisa,PPVisa_payload_06.json,PPVisa_CardPayload_Inferred_v15,PASS,,,"{""canonical_node"": ""card_primary_account_number"", ""field"": ""pan"", ""semantic_family"": ""payment_card:pan""}; {""canonical_node"": ""card_expiration_date"", ""field"": ""exp"", ""semantic_family"": ""payment_card:expiration_date""}; {""canonical_node"": ""card_verification_value"", ""field"": ""cvv"", ""semantic_family"": ""payment_card:verification_value""}; {""canonical_node"": ""cardholder_name"", ""field"": ""cardholder"", ""semantic_family"": ""party:cardholder_name""}; {""canonical_node"": ""card_issuer"", ""field"": ""issuer"", ""semantic_family"": ""payment_card:issuer""}","{""payload_schema_mapping"": ""PASS""}",,
PPVisa,PPVisa_payload_07.json,PPVisa_CardPayload_Inferred_v15,PASS,,,"{""canonical_node"": ""card_primary_account_number"", ""field"": ""pan"", ""semantic_family"": ""payment_card:pan""}; {""canonical_node"": ""card_expiration_date"", ""field"": ""exp"", ""semantic_family"": ""payment_card:expiration_date""}; {""canonical_node"": ""card_verification_value"", ""field"": ""cvv"", ""semantic_family"": ""payment_card:verification_value""}; {""canonical_node"": ""cardholder_name"", ""field"": ""cardholder"", ""semantic_family"": ""party:cardholder_name""}; {""canonical_node"": ""card_issuer"", ""field"": ""issuer"", ""semantic_family"": ""payment_card:issuer""}","{""payload_schema_mapping"": ""PASS""}",,
PPVisa,PPVisa_payload_08.json,PPVisa_CardPayload_Inferred_v15,PASS,,,"{""canonical_node"": ""card_primary_account_number"", ""field"": ""pan"", ""semantic_family"": ""payment_card:pan""}; {""canonical_node"": ""card_expiration_date"", ""field"": ""exp"", ""semantic_family"": ""payment_card:expiration_date""}; {""canonical_node"": ""card_verification_value"", ""field"": ""cvv"", ""semantic_family"": ""payment_card:verification_value""}; {""canonical_node"": ""cardholder_name"", ""field"": ""cardholder"", ""semantic_family"": ""party:cardholder_name""}; {""canonical_node"": ""card_issuer"", ""field"": ""issuer"", ""semantic_family"": ""payment_card:issuer""}","{""payload_schema_mapping"": ""PASS""}",,
